seq_id	superkingdom	kingdom	superphylum	phylum	subphylum	superclass	class	subclass	superorder	order	suborder	superfamily	family	subfamily	genus	subgenus	species 
b22572	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium canettii
b22573	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium canettii
b22574	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium canettii
b22575	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium canettii
b22695	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium avium
b22769	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b22770	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b22885	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium liflandii
b22886	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium liflandii
b23029	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b23030	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b24313	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium orygis
b24314	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium orygis
b26208	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b26209	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b26315	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b26316	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b26317	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b26318	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b26319	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b26320	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium avium
b26321	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium avium
b27007	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium intracellulare
b27008	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium intracellulare
b27268	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium marinum
b27669	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium marinum
b27670	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium marinum
b27672	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium marinum
b28237	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b28238	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b28239	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b28240	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b28297	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b28389	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium gastri
b28432	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium avium
b28451	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium intracellulare
b28453	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium avium
b28454	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium avium
b28455	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium kansasii
b28456	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium kansasii
b28457	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium kansasii
b28465	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium avium
b28466	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium avium
b28467	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium intracellulare
b28468	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium intracellulare
b28708	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium colombiense
b28981	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium colombiense
b29328	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium xenopi
b29350	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium timonense
b29352	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium scrofulaceum
b29353	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium paraseoulense
b29355	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium persicum
b29356	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium intermedium
b29359	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium alsense
b29360	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium branderi
b29365	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium angelicum
b29367	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium mantenii
b29369	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium noviomagense
b29372	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium heidelbergense
b29373	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium bouchedurhonense
b29378	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium arosiense
b29382	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium shinjukuense
b29385	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium asiaticum
b29393	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium malmoense
b29432	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium parmense
b29433	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium parmense
b29434	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium paraense
b29435	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium paraense
b29440	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium saskatchewanense
b29441	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium saskatchewanense
b29442	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium riyadhense
b29443	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium riyadhense
b29444	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium europaeum
b29445	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium europaeum
b29446	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium kyorinense
b29447	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium kyorinense
b29448	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium conspicuum
b29451	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium florentinum
b29453	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium interjectum
b29454	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium interjectum
b29455	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium triplex
b29456	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium triplex
b29457	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium fragae
b29458	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium fragae
b29459	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium xenopi
b29460	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium xenopi
b29463	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium bohemicum
b29464	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium bohemicum
b29465	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium shimoidei
b29466	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium shimoidei
b29471	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium celatum
b29472	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium celatum
b29473	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium sherrisii
b29474	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium sherrisii
b29476	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium nebraskense
b29477	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium nebraskense
b29478	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium lacus
b29479	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium lacus
b29503	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium gastri
b29504	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium gastri
b29506	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium gordonae
b29507	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium gordonae
b29509	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium chimaera
b29510	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium chimaera
b29511	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium palustre
b29512	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium palustre
b29513	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium kubicae
b29514	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium kubicae
b29523	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium vulneris
b29524	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium vulneris
b29525	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium paraintracellulare
b29526	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium paraintracellulare
b29538	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium simiae
b29539	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium simiae
b29550	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium szulgai
b29551	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium szulgai
b29552	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium shimoidei
b29553	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium shimoidei
b30582	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium neumannii
b30583	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium lehmannii
b30653	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium talmoniae
b30907	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium grossiae
b30908	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium grossiae
b31210	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium celatum
b31290	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium heckeshornense
b31291	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium heckeshornense
b32044	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium talmoniae
b32121	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium shigaense
b32122	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium shigaense
b32131	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b32132	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b32133	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b32134	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b32135	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b32136	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium tuberculosis
b32349	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium montefiorense
b32350	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium montefiorense
b32482	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium montefiorense
b32483	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium montefiorense
b32607	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium talmoniae
b32608	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium talmoniae
b33033	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium vulneris
b33394	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium shimoidei
b33395	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium shimoidei
b33507	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium uberis
b33508	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium uberis
b33528	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium kubicae
b33529	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium kubicae
b33530	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium marinum
b33531	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium marinum
b33584	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium marinum
b33585	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium marinum
b33904	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium shigaense
b33905	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium shigaense
b33929	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium pseudoshottsii
b33930	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium pseudoshottsii
b33940	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium marinum
b33941	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium marinum
b34249	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium paragordonae
b34250	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium paragordonae
b34656	Bacteria	-	-	Actinobacteria	-	-	Actinomycetia	-	-	Corynebacteriales	-	-	Mycobacteriaceae	-	Mycobacterium	-	Mycobacterium lepraemurium
